DisNo.,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Affected,"Total Damage, Adjusted ('000 US$)",Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium"
2008-0070-MDG,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,MDG,Madagascar,Sub-Saharan Africa,Africa,"Analamanga, Betsiboka, Vatovavy Fitovavy, Analanjirofo, Alaotra Mangoro, Atsinanana, Atsimo Atsinanana, Boeny, Sofia, Menabe, Bongolava, Haute Matsiatra provinces",Yes,Yes,No,28487.0,230.0,Kph,-18.69,46.9,,2008.0,2.0,17.0,2008.0,3.0,3.0,524153.0,84914.0,,
2008-0077-PHL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,Asia,"Naujan, Baco areas (Mindoro Oriental district, Region IV province), Albay, Camarines Sur, Camarines Norte, Sorgoson, Catanduanes districts (Region V province), Capiz district (Region VI province), Eastern Samar, Northern Samar, Samar, Leyte districts (Region VIII province), Misamis Oriental, Lanao del Norte districts (Region X province), Sultan Kudarat district (Region XII province)",No,No,No,38.0,21800.0,Km2,11.64,125.22,"Samar, Bicol",2008.0,2.0,12.0,2008.0,3.0,12.0,875343.0,43494.0,,
2008-0095-KAZ,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,KAZ,Kazakhstan,Central Asia,Asia,"Saryaghash, Ordabasy, Arys, Shymkent City area, Shardara districts (Yujno-kazachstanskaya province), Kyzylordinskaya province",No,No,No,416.0,51580.0,Km2,42.3,68.55,Syr Darya,2008.0,2.0,20.0,2008.0,3.0,3.0,13000.0,183979.0,,
2008-0098-AUS,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,AUS,Australia,Australia and New Zealand,Oceania,"Gooseponds, Hospital Bridge, Glenella, the CBD areas (Mackay district, Queensland province), Calliope, Gladstone, Miriam Vale, Agnes Water, Seventeen Seventy towns (Gladstone district, Queensland province), Gogango, Rockhampton towns (Rockhampton district, Queensland province), Bundaberg city (Bundaberg district, Queensland province), Giru village (Burdekin district, Queensland province), Thuringowa area (Townsville district, Queensland province), Atherton, Tolga towns (Tablelands district, Queensland province), Edmonton area (Cairns district, Queensland province)",No,No,No,,44350.0,Km2,-22.46,149.54,"Poineer, Burdekin, Fitzroy",2008.0,2.0,13.0,2008.0,2.0,26.0,1000.0,1556749.0,,
2008-0125-BRA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,"Paraiba, Piaui, Rio Grande do Norte, Maranhao, Pernambuco, Ceara provinces",Yes,No,Yes,,1120000.0,Km2,-5.36,-41.68,"Paraiba, Parnaiba, Piranhas, Apodi",2008.0,3.0,30.0,2008.0,4.0,4.0,190000.0,509481.0,,
2008-0130-IND,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,"Tamil Nadu, Karnataka provinces",No,No,No,,144300.0,Km2,10.76,78.72,Bennihalla,2008.0,3.0,20.0,2008.0,3.0,28.0,10278.0,2830.0,,
2008-0131-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Missouri, Mississippi, Arkansas, Indiana, Illinois, Ohio, Kentucky, Oklahoma, Iowa, Wisconsin, Texas provinces",No,No,Yes,,565200.0,Km2,36.23,-89.15,Ohio and Mississippi rivers and tributaries,2008.0,3.0,17.0,2008.0,4.0,20.0,1000.0,2830.0,,
2008-0192-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Wenchuan Xian, Aba Xian areas (Ngawa Tibetan and Qiang district, Sichuan Sheng province), Chengdu Shi area (Chengdu district, Sichuan Sheng province), Deyang Shi, Mianzhu areas (Deyang district, Sichuan Sheng province), Beichuan Xian, Mianyang Shi areas (Mianyang district, Sichuan Sheng province), Gansu Sheng, Chongqing Shi, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Henan Sheng, Shaanxi Sheng, Shanxi Sheng, Yunnan Sheng provinces",Yes,No,No,303663.0,7.9,Moment Magnitude,31.002,103.322,,2008.0,5.0,12.0,2008.0,5.0,12.0,45976596.0,120294216.0,,
2008-0210-USA,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,"Dunkerton city (Black Hawk district, Iowa province), Parkesburg, New Hartford cities (Butler district, Iowa province), Cedar Rapids city (Linn district, Iowa province), Minnesota, Indiana, Illinois, Kansas, Michigan, Montana, Missouri, Nebraska, Wisconsin provinces",No,No,Yes,,,Kph,39.82,-92.33,,2008.0,5.0,22.0,2008.0,5.0,26.0,70.0,2264362.0,,
2008-0242-JPN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,"Mizusawasi, Moriokasi districts (Iwate province), Tukidatetyoo, Hurukawasi, Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku districts (Miyagi province), Akita province",No,No,No,,6.9,Moment Magnitude,39.03,140.881,,2008.0,6.0,13.0,2008.0,6.0,13.0,448.0,236343.0,,
2008-0245-ZAF,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,KwaZulu-Natal province,No,No,No,,25970.0,Km2,-29.67,31.09,,2008.0,6.0,19.0,2008.0,6.0,19.0,4000.0,1789.0,,
2008-0246-IND,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,IND,India,Southern Asia,Asia,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",No,No,No,1948.0,350600.0,Km2,25.18,91.54,Kelegai river,2008.0,6.0,11.0,2008.0,7.0,21.0,7900000.0,174073.0,,
2008-0249-CHN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,"Sichuan Sheng, Guangdong Sheng, Jiangxi Sheng provinces",No,No,No,,,Kph,23.542,112.3,,2008.0,6.0,24.0,2008.0,6.0,27.0,340000.0,247665.0,,
2008-0249-PHL,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,"Aklan, Antique, Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Leyte, Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province), Marinduque, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Masbate district (Region V (Bicol region) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province)",Yes,No,Yes,4636.0,170.0,Kph,13.16,122.6,,2008.0,6.0,21.0,2008.0,6.0,23.0,4785460.0,402906.0,,
2008-0263-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Dangyang Shi area (Yichang district, Hubei Sheng province), Shayang Xian area (Jingmen district, Hubei Sheng province), Wuhan Shi area (Wuhan district, Hubei Sheng province)",No,No,No,,43960.0,Km2,30.87,113.03,,2008.0,5.0,2.0,2008.0,5.0,5.0,780000.0,26889.0,,
2008-0275-JPN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,Hatinohesi district (Aomori province),No,No,No,,6.8,Moment Magnitude,39.802,141.464,,2008.0,7.0,23.0,2008.0,7.0,24.0,470.0,155675.0,,
2008-0292-CHN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,"Yuexi Xian area (Anqing district, Anhui Sheng province), Jinzhai Xian area (Lu'an district, Anhui Sheng province), Fuzhou, Quanzhou, Putian districts (Fujian Sheng province), Wenzhou district (Zhejiang Sheng province ), Jiujiang district (Jiangxi Sheng province)",No,No,No,,155.0,Kph,32.56,114.41,,2008.0,7.0,28.0,2008.0,8.0,8.0,93006.0,103312.0,,
2008-0295-TWN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Yilan, Hualien, Pingdong areas (Taiwan Sheng province)",No,No,No,,138.0,Kph,22.94,120.79,,2008.0,7.0,18.0,2008.0,7.0,19.0,8.0,22644.0,,
2008-0329-CHN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,Zhanjiang district (Guangdong Sheng province),No,No,No,,,Kph,22.33,113.15,,2008.0,8.0,8.0,2008.0,8.0,11.0,42000.0,113218.0,,
2008-0329-VNM,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,"Lao Cai, Yen Bai, Phu Tho, Bac Kan, Quang Ninh, Ha Giang, Tuyen Quang, Lai Chau, Son La provinces",No,No,No,,,Kph,22.05,105.21,,2008.0,8.0,8.0,2008.0,8.0,11.0,57630.0,169827.0,,
2008-0350-PAK,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,"Peshawar district (North-West Frontier province), Balochistan province",Yes,No,No,,32490.0,Km2,33.92,71.7,,2008.0,8.0,2.0,2008.0,8.0,4.0,200012.0,145768.0,,
2008-0374-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Huili area (Liangshan Yi district, Sichuan Sheng province), Miyi area (Panzhihua district, Sichuan Sheng province), Kunming, Chuxiong Yi, Zhaotong, Lijiang, Dali Bai districts (Yunnan Sheng province)",No,No,No,,6.0,Moment Magnitude,26.241,101.889,,2008.0,8.0,30.0,2008.0,8.0,30.0,1000589.0,696291.0,,
2008-0381-GBR,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Bridgend city (Mid Glamorgan district), Port Talbot, Swansea cities (West Glamorgan district), Cardiff city (South Glamorga district) (Wales province), Morpeth city (Northumberland district), Ryedale, Hambleton, Richmondshire, Pickering towns (North Yorkshire district), Tenbury Wells town (Salop district) (England province) ; Hereford and Wo district (England province)",No,No,No,,47370.0,Km2,53.26,-1.8,,2008.0,9.0,6.0,2008.0,9.0,8.0,3000.0,70761.0,,
2008-0383-IDN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Limba B, Biwau, Biawao, Donggala, Limba U2, Moodu, Heledula Utara, Heledulaa Selatan, Ipilo, Bugis, Tenilo, Dembe Jaya II, Dembe Jaya, Wongkaditi Timur areas (Gorontalo district, Gorontalo province), Kota Gorotalo, Bonebolango districts (Gorontalo province), Sumatra Utara, Sulawesi Selatan, Maluku, Riau, Sulawesi Tengah, Jawa Barat, Kalimantan Selatan, Kalimantan Tengah, Kalimantan Timur provinces",No,No,No,,9851.0,Km2,0.68,122.52,,2008.0,9.0,6.0,2008.0,9.0,8.0,118000.0,1528.0,,
2008-0384-USA,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,"Galveston, Brazoria, Harris, Chambers, Jefferson districts (Texas province), Louisiana, Tennessee, Arkansas, Ohio, Indiana, Illinois, Missouri, Kentucky, Pennsylvania, Michigan provinces",No,No,No,,200.0,Kph,35.05,-90.45,,2008.0,9.0,12.0,2008.0,9.0,16.0,200000.0,42456782.0,,
2008-0416-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Jinghong Shi area (Xishuangbanna Dai district, Yunnan Sheng province)",No,No,No,,24610.0,Km2,22.62,101.55,,2008.0,8.0,7.0,2008.0,8.0,11.0,810000.0,59439.0,,
2008-0426-VNM,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,"Lang Son, Son La, Bac Giang, Lao Cai, Quang Ninh, Vinh Phuc provinces",No,No,No,,,Kph,21.9,104.59,,2008.0,9.0,25.0,2008.0,9.0,28.0,58511.0,89159.0,,
2008-0444-DZA,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,DZA,Algeria,Northern Africa,Africa,Ghardaia province,No,No,No,,34760.0,Km2,3.48,32.24,,2008.0,10.0,1.0,2008.0,10.0,17.0,59050.0,492499.0,,
2008-0481-VNM,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An, Thua Thien-Hue, Quang Tri, Quang Nam, Quang Ngai, Thanh Hoa provinces",No,No,No,,39090.0,Km2,14.9,107.46,,2008.0,10.0,19.0,2008.0,10.0,20.0,12004.0,5661.0,,
2008-0484-BLZ,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BLZ,Belize,Latin America and the Caribbean,Americas,"Bullet Tree Falls, Calla Creek, Santa Familia, Branch Mouth, Spanish Lookout, Blackman Eddy, Roaring Creek cities (Cayo province), Belize, Corozal, Orange Walk provinces",Yes,No,Yes,,,Km2,15.86,-89.28,"Mopan, Macal, Belize rivers",2008.0,10.0,19.0,2008.0,11.0,12.0,38000.0,13723.0,,
2008-0486-IND,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",No,No,Yes,,80590.0,Km2,22.044,94.55,Brahmaputra river,2008.0,8.0,30.0,2008.0,9.0,8.0,2600000.0,28305.0,,
2008-0499-YEM,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,YEM,Yemen,Western Asia,Asia,"Tarim, Sah, Shibam, Al Qatn, Wadi Al Ayn districts (Hadramaut province), Al Maharah, Taizz, Lahj, Al Mahwit provinces",Yes,Yes,Yes,112646.0,133200.0,Km2,15.54,49.78,,2008.0,10.0,23.0,2008.0,10.0,24.0,25064.0,566090.0,,
2008-0500-PAK,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,"Khanozai village (Pishin District district, Balochistan province), Kawas village (Ziarat District district, Balochistan province), Harnai area (Sibi District district, Balochistan province)",Yes,No,No,15792.0,6.4,Moment Magnitude,30.639,67.351,,2008.0,10.0,28.0,2008.0,10.0,28.0,75320.0,14152.0,,
2008-0501-VNM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Thai Nguyen, Vinh Phuc, Hoa Binh, Ninh Binh, Thanh Hoa, Nghe An, Ha Tinh, Quang Binh, Ha Nam, Ha Noi City provinces",Yes,No,No,215.0,74590.0,Km2,20.74,106.32,,2008.0,10.0,27.0,2008.0,11.0,4.0,600000.0,677893.0,,
2008-0525-AUS,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,AUS,Australia,Australia and New Zealand,Oceania,"Brisbane, Logan, Gold Coast, Sunshine Coast, Moreton Bay districts (Queensland province)",No,No,Yes,,,Kph,-30.05,151.49,,2008.0,11.0,15.0,2008.0,11.0,21.0,12000.0,636852.0,,
2008-0545-PHL,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,"Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao areas (Cagayan district, Region II province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto. Thomas areas (Isabela district, Region II province), Casiguran, Dinalungan, Dilasag areas (Aurora district, Region III province), Rizal, Lubuagan areas (Kalinga district, CAR province)",No,No,No,,21770.0,Km2,17.95,147.03,,2008.0,11.0,21.0,2008.0,11.0,24.0,239763.0,5785.0,,
2008-0547-THA,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,THA,Thailand,South-eastern Asia,Asia,"Nakhon Si Thammarat, Surat Thani, Narathiwat, Phatthalung, Songkhla, Yala, Trang, Chumphon, Pattani provinces",No,No,No,,15650.0,Km2,7.55,100.1,,2008.0,11.0,20.0,2008.0,12.0,20.0,700000.0,16275.0,,
2008-0549-BRA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,"Blumenau, Ilhota, Gaspar, Jaragua do Sul, Sao Bonifacio, Sao Joao da Bastida, Rio dos Cedros, Garuva, Itapoa, Benedito Novo, Luiz Alves districts (Santa Catarina province)",No,No,Yes,426.0,103400.0,Km2,-25.1,-49.34,Itajai river,2008.0,11.0,22.0,2008.0,11.0,24.0,1500015.0,1061420.0,,
2008-0551-CRI,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CRI,Costa Rica,Latin America and the Caribbean,Americas,"Sixaola, Bratsi, Cahuita (Talamanca district, Limon province), Valle de la Estrella (Limon district, Limon province), Batan, Carrandi (Matina district, Limon province), Siquirres district (Limon province) Heredia, Barva, Sarapiqui, San Isidro districts (Heredia province), Vasquez de Coronado, Moravia districts (San Jose province), Cartago province",Yes,No,Yes,261.0,,Km2,8.57,80.8,,2008.0,11.0,22.0,2008.0,11.0,25.0,53000.0,31135.0,,
2008-0552-VNM,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,"Phu Yen, Khanh Hoa, Binh Dinh, Lam Dong, Ninh Thuan, Quang Nam provinces",No,No,No,,,Kph,15.7,107.71,,2008.0,11.0,17.0,2008.0,11.0,20.0,8828.0,1415.0,,
2008-0581-AUS,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,AUS,Australia,Australia and New Zealand,Oceania,"Central Highlands, Isaac districts (Queensland province)",No,No,No,,105500.0,Km2,-21.56,147.03,,2008.0,11.0,20.0,2008.0,11.0,23.0,1200.0,389187.0,,
2008-0634-THA,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,THA,Thailand,South-eastern Asia,Asia,"Phatthalung, Yala, Narathiwat provinces",No,No,No,,,Km2,6.64,101.1,,2008.0,12.0,29.0,2009.0,1.0,19.0,32584.0,487.0,,
2008-0649-COL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,"Quetame district (Cundinamarca province), Meta province",No,No,No,,5.9,Moment Magnitude,4.33,-73.764,,2008.0,5.0,24.0,2008.0,5.0,24.0,1754.0,14152.0,,
2009-0001-IDN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,"Manokwari , Sorong districts (Papua Barat province)",No,No,No,,7.7,Moment Magnitude,-0.414,132.885,,2009.0,1.0,3.0,2009.0,1.0,3.0,4250.0,14203.0,,
2009-0002-CRI,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CRI,Costa Rica,Latin America and the Caribbean,Americas,"Alajuela, Alfaro Ruiz, Grecia, Poas, Valverde Vega districts (Alajuela province), Barva, Heredia, Santa Barbara, Sarapiqui districts (Heredia province)",Yes,Yes,Yes,413.0,6.1,Moment Magnitude,10.165,-84.197,,2009.0,1.0,8.0,2009.0,1.0,8.0,128618.0,284055.0,,
2009-0013-FJI,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,FJI,Fiji,Melanesia,Oceania,"North, Central, Western provinces",Yes,No,Yes,2516.0,348.0,Km2,-17.74,178.05,,2009.0,1.0,8.0,2009.0,1.0,19.0,10556.0,61423.0,,
2009-0016-DOM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Dajabon, Duarte, El Seibo, Espaillat, Hato Mayor, Maria Trinidad Sanches, Monte Cristi, Puerto Plata, Samana, Santiago Rodriguez, Valverde provinces",No,No,No,,14540.0,Km2,19.32,-70.14,,2009.0,1.0,8.0,2009.0,1.0,16.0,4565.0,62492.0,,
2009-0041-ARG,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),ARG,Argentina,Latin America and the Caribbean,Americas,"Tartagal town (Genaral Jose de San Martin district, Salta Province)",No,No,No,,,,-24.15,-64.29,,2009.0,2.0,9.0,2009.0,2.0,10.0,20000.0,21304.0,,
2009-0042-DOM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Dajabon, Espaillat, La Vega, Monsenor Nouel, Monte Cristi, Puerto Plata, Santiago, Santiago Rodrigez provinces",No,No,No,,15150.0,Km2,19.28,-70.08,,2009.0,2.0,2.0,2009.0,2.0,12.0,10000.0,11935.0,,
2009-0059-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Chabucha'er Xibo Zizhixian, Zhaosu areas (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",No,No,No,,5.1,Moment Magnitude,43.236,80.893,,2009.0,1.0,25.0,2009.0,1.0,25.0,4549.0,4403.0,,
2009-0106-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"North Dakota, Minnesota provinces",No,No,Yes,,39740.0,Km2,48.25,-97.03,"Red river, Fargo, James river",2009.0,3.0,24.0,2009.0,4.0,20.0,5060.0,235766.0,,
2009-0112-IDN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,Kepulauan-talaud district (Sulawesi Utara province),No,No,No,,7.2,Moment Magnitude,3.886,126.387,,2009.0,2.0,11.0,2009.0,2.0,11.0,3049.0,12782.0,,
2009-0136-ITA,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Aquila, Villa Sant'Angelo, Borgo di Castelnuovo Onna, Poggio Picenze, Tormintarte, Totani, Poggio di Roio, Massa d'Albe, Tempera, Paganica, Fossa towns (L'Aquila Province, Abruzzo region)",Yes,No,Yes,,6.3,Moment Magnitude,42.334,13.334,,2009.0,4.0,6.0,2009.0,4.0,6.0,56000.0,3550689.0,,
2009-0163-BRA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,"Maranhao, Ceara, Alagoas, Para, Paraiba, Pernambuco, Bahia, Amazonas, Santa Catarina, Piaui, Rio Grande do Norte provinces",Yes,No,Yes,768.0,524400.0,Km2,-3.19,-45.43,,2009.0,4.0,22.0,2009.0,5.0,14.0,1150900.0,781152.0,,
2009-0168-AFG,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,Asia,"Kach Guzar, Nasrat Abad, Islam Abad, Sajadia, Kala Khan, Nasaji, Baba Alisher, Yolmarab, Abotaaleb, Walihaser neighborhoods (Mazar city, Mazar-e-Sharif district, Balkh province), Sari Asyab, Asyab Sharaf, Pashma Qala villages (Chemtal district, Balkh province), Kaj Guzar village (Nahr-e-Shahi district, Balkh province), Faryab, Badakhshan, Hirat, Samangan, Takhar, Badghis, Baghlan, Sar-e-Pul, Kunduz provinces",No,No,No,,88520.0,Km2,33.07,63.59,,2009.0,3.0,25.0,2009.0,5.0,24.0,60016.0,28406.0,,
2009-0176-TJK,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,TJK,Tajikistan,Central Asia,Asia,"Ismoily Somony borough (Dushanbe city, Leninskiy district, Tadzhikistan Territories province), Shahrinav, Tursunzade, Darbanskiy, Garmskiy, Tojikobod districts (Tadzhikistan Territories province), Ghozimalik, Piynjskiy, Kumsangirskiy districts (Khatlon province)",Yes,Yes,No,1196.0,62470.0,Km2,38.51,71.29,,2009.0,4.0,21.0,2009.0,6.0,1.0,15000.0,1420.0,,
